,GENE_ID,GENE,Chr
23211,ENSG00000240118,PSMB9,HSCHR6_MHC_DBB_CTG1
23212,ENSG00000225987,PBX2,HSCHR6_MHC_APD_CTG1
23213,ENSG00000260972,,1
23214,ENSG00000169592,INO80E,16
23215,ENSG00000171448,ZBTB26,9
23216,ENSG00000205356,TECPR1,7
23217,ENSG00000224340,RPL21P21,1
23218,ENSG00000226343,HLA-DQB3,HSCHR6_MHC_APD_CTG1
23219,ENSG00000226374,LINC01345,1
23220,ENSG00000268818,,22
23221,ENSG00000236598,POLR1HASP,HSCHR6_MHC_APD_CTG1
23222,ENSG00000236949,POLR1H,HSCHR6_MHC_DBB_CTG1
23223,ENSG00000221963,APOL6,22
23224,ENSG00000229280,EEF1DP6,1
23225,ENSG00000142655,PEX14,1
23226,ENSG00000237103,NCR3,HSCHR6_MHC_DBB_CTG1
23227,ENSG00000261094,,9
23228,ENSG00000242711,PSMB9,HSCHR6_MHC_APD_CTG1
23229,ENSG00000228987,HLA-DRA,HSCHR6_MHC_DBB_CTG1
23230,ENSG00000197948,FCHSD1,5
23231,ENSG00000011454,RABGAP1,9
23232,ENSG00000228587,,22
23233,ENSG00000224753,LINC02829,HSCHR6_MHC_APD_CTG1
23234,ENSG00000226336,MRPS16P3,22
23235,ENSG00000235372,ETF1P1,HSCHR6_MHC_APD_CTG1
23236,ENSG00000227366,HLA-U,HSCHR6_MHC_APD_CTG1
23237,ENSG00000128313,APOL5,22
23238,ENSG00000228299,HLA-C,HSCHR6_MHC_DBB_CTG1
23239,ENSG00000138107,ACTR1A,10
23240,ENSG00000287053,,3
23241,ENSG00000237889,DDX39B,HSCHR6_MHC_APD_CTG1
23242,ENSG00000241776,TMEM183AP5,3
23243,ENSG00000288004,,3
23244,ENSG00000214560,RPL21P41,3
23245,ENSG00000237406,NDUFA9P1,22
23246,ENSG00000080819,CPOX,3
23247,ENSG00000128335,APOL2,22
23248,ENSG00000232596,LINC01646,1
23249,ENSG00000233772,HCG25,HSCHR6_MHC_DBB_CTG1
23250,ENSG00000275453,MIR548O2,20
23251,ENSG00000227567,APOM,HSCHR6_MHC_DBB_CTG1
23252,ENSG00000231307,RPS3P2,20
23253,ENSG00000213959,,20
23254,ENSG00000277965,,20
23255,ENSG00000101438,SLC32A1,20
23256,ENSG00000233692,C4B-AS1,HSCHR6_MHC_DBB_CTG1
23257,ENSG00000230017,HLA-F-AS1,HSCHR6_MHC_DBB_CTG1
23258,ENSG00000184786,DYNLT2,6
23259,ENSG00000244383,FAM3D-AS1,3
23260,ENSG00000235054,LINC01777,1
23261,ENSG00000101442,ACTR5,20
23262,ENSG00000224782,PFDN6,HSCHR6_MHC_DBB_CTG1
23263,ENSG00000229767,DDR1,HSCHR6_MHC_APD_CTG1
23264,ENSG00000275606,,HSCHR6_MHC_DBB_CTG1
23265,ENSG00000263491,,HSCHR6_MHC_DBB_CTG1
23266,ENSG00000265926,SNORD32B,HSCHR6_MHC_DBB_CTG1
23267,ENSG00000264218,,HSCHR6_MHC_DBB_CTG1
23268,ENSG00000265138,,HSCHR6_MHC_DBB_CTG1
23269,ENSG00000275415,,HSCHR6_MHC_DBB_CTG1
23270,ENSG00000118420,UBE3D,6
23271,ENSG00000273764,,HSCHR6_MHC_DBB_CTG1
23272,ENSG00000274401,,HSCHR6_MHC_DBB_CTG1
23273,ENSG00000168309,FAM107A,3
23274,ENSG00000237052,GPSM3,HSCHR6_MHC_APD_CTG1
23275,ENSG00000265255,,HSCHR6_MHC_DBB_CTG1
23276,ENSG00000263950,,HSCHR6_MHC_DBB_CTG1
23277,ENSG00000264417,,HSCHR6_MHC_DBB_CTG1
23278,ENSG00000263833,,HSCHR6_MHC_DBB_CTG1
23279,ENSG00000276286,ADAM2,HSCHR8_9_CTG1
23280,ENSG00000263467,,HSCHR6_MHC_DBB_CTG1
23281,ENSG00000266419,SNORD117,HSCHR6_MHC_DBB_CTG1
23282,ENSG00000264591,SNORD84,HSCHR6_MHC_DBB_CTG1
23283,ENSG00000266841,,HSCHR6_MHC_DBB_CTG1
23284,ENSG00000266004,SNORA38,HSCHR6_MHC_DBB_CTG1
23285,ENSG00000266113,,HSCHR6_MHC_DBB_CTG1
23286,ENSG00000237690,LINC03003,HSCHR6_MHC_APD_CTG1
23287,ENSG00000263896,,HSCHR6_MHC_DBB_CTG1
23288,ENSG00000223798,,HSCHR6_MHC_APD_CTG1
23289,ENSG00000264353,,HSCHR6_MHC_DBB_CTG1
23290,ENSG00000269167,,HSCHR6_MHC_DBB_CTG1
23291,ENSG00000264086,SNORD48,HSCHR6_MHC_DBB_CTG1
23292,ENSG00000265707,SNORD52,HSCHR6_MHC_DBB_CTG1
23293,ENSG00000265351,,HSCHR6_MHC_DBB_CTG1
23294,ENSG00000230308,TRIM39,HSCHR6_MHC_APD_CTG1
23295,ENSG00000266410,,HSCHR6_MHC_DBB_CTG1
23296,ENSG00000266615,,HSCHR6_MHC_DBB_CTG1
23297,ENSG00000265983,,HSCHR6_MHC_DBB_CTG1
23298,ENSG00000242022,OR12D3,HSCHR6_MHC_DBB_CTG1
23299,ENSG00000248165,,4
23300,ENSG00000273262,,10
23301,ENSG00000228657,RPL23AP58,10
23302,ENSG00000207029,RNU6-43P,10
23303,ENSG00000227446,OR12D2,HSCHR6_MHC_DBB_CTG1
23304,ENSG00000249752,,4
23305,ENSG00000228753,EIF4BP2,10
23306,ENSG00000230742,OR5V1,HSCHR6_MHC_DBB_CTG1
23307,ENSG00000249247,MTCYBP17,4
23308,ENSG00000228219,NPM1P30,10
23309,ENSG00000282490,,HSCHR8_9_CTG1
23310,ENSG00000250038,,4
23311,ENSG00000231920,NEBL-AS1,10
23312,ENSG00000282230,ADAM9,HSCHR8_9_CTG1
23313,ENSG00000234347,OR11A1,HSCHR6_MHC_DBB_CTG1
23314,ENSG00000199691,RN7SKP173,20
23315,ENSG00000228860,,10
23316,ENSG00000278718,GSDMD,HSCHR8_3_CTG7
23317,ENSG00000232853,LUZP4P1,10
23318,ENSG00000215529,EFCAB8,20
23319,ENSG00000229412,OR10C1,HSCHR6_MHC_DBB_CTG1
23320,ENSG00000207264,RNU6-15P,10
23321,ENSG00000282680,RPL7AP80,HSCHR8_9_CTG1
23322,ENSG00000237590,,10
23323,ENSG00000231510,LINC02782,1
23324,ENSG00000282250,,HSCHR8_9_CTG1
23325,ENSG00000286580,,4
23326,ENSG00000232984,OR2H1,HSCHR6_MHC_DBB_CTG1
23327,ENSG00000272727,LINC02266,4
23328,ENSG00000229116,,10
23329,ENSG00000236649,PPT2,HSCHR6_MHC_APD_CTG1
23330,ENSG00000277288,LINC02881,10
23331,ENSG00000233989,UBDP1,HSCHR6_MHC_DBB_CTG1
23332,ENSG00000229889,MAS1LP1,HSCHR6_MHC_DBB_CTG1
23333,ENSG00000228515,MAS1L,HSCHR6_MHC_DBB_CTG1
23334,ENSG00000287901,,10
23335,ENSG00000275594,ADAM32,HSCHR8_9_CTG1
23336,ENSG00000250191,,4
23337,ENSG00000223769,RPS17P1,HSCHR6_MHC_DBB_CTG1
23338,ENSG00000149527,PLCH2,1
23339,ENSG00000232356,LINC02829,HSCHR6_MHC_DBB_CTG1
23340,ENSG00000214089,RPL9P21,10
23341,ENSG00000241166,HLA-L,HSCHR6_MHC_DBB_CTG1
23342,ENSG00000248869,LINC02511,4
23343,ENSG00000290331,HLA-L,HSCHR6_MHC_DBB_CTG1
23344,ENSG00000149646,CNBD2,20
23345,ENSG00000122861,PLAU,10
23346,ENSG00000223606,HLA-V,HSCHR6_MHC_DBB_CTG1
23347,ENSG00000278420,MIR6819,22
23348,ENSG00000287269,,22
23349,ENSG00000290350,HLA-V,HSCHR6_MHC_DBB_CTG1
23350,ENSG00000223695,MYH9-DT,22
23351,ENSG00000237668,RPS15AP38,22
23352,ENSG00000282684,ZC3H3,HSCHR8_3_CTG7
23353,ENSG00000164169,PRMT9,4
23354,ENSG00000214491,SEC14L6,22
23355,ENSG00000231759,CYP21A1P,HSCHR6_MHC_DBB_CTG1
23356,ENSG00000276657,PYCR3,HSCHR8_3_CTG7
23357,ENSG00000290370,,HSCHR6_MHC_DBB_CTG1
23358,ENSG00000234074,HLA-J,HSCHR6_MHC_DBB_CTG1
23359,ENSG00000290442,,HSCHR6_MHC_DBB_CTG1
23360,ENSG00000282382,,HSCHR8_9_CTG1
23361,ENSG00000228854,NRM,HSCHR6_MHC_APD_CTG1
23362,ENSG00000249103,OR12D1,HSCHR6_MHC_DBB_CTG1
23363,ENSG00000278548,ADAM18,HSCHR8_9_CTG1
23364,ENSG00000259928,,17
23365,ENSG00000282538,,HSCHR8_3_CTG7
23366,ENSG00000177683,THAP5,7
23367,ENSG00000176563,CNTD1,17
23368,ENSG00000248931,MTCYBP40,5
23369,ENSG00000228819,AGKP2,X
23370,ENSG00000255316,MTND6P25,11
23371,ENSG00000264025,,HSCHR6_MHC_APD_CTG1
23372,ENSG00000223647,LINC01946,2
23373,ENSG00000265634,SNORD32B,HSCHR6_MHC_APD_CTG1
23374,ENSG00000123728,RAP2C,X
23375,ENSG00000265674,,HSCHR6_MHC_APD_CTG1
23376,ENSG00000216519,,6
23377,ENSG00000222351,RNY1P15,9
23378,ENSG00000286204,,5
23379,ENSG00000255516,,11
23380,ENSG00000234597,,2
23381,ENSG00000273601,,HSCHR6_MHC_APD_CTG1
23382,ENSG00000276608,,HSCHR6_MHC_APD_CTG1
23383,ENSG00000213216,,9
23384,ENSG00000273594,EEF1D,HSCHR8_3_CTG7
23385,ENSG00000275424,,HSCHR6_MHC_APD_CTG1
23386,ENSG00000225078,,9
23387,ENSG00000168938,PPIC,5
23388,ENSG00000266548,,HSCHR6_MHC_APD_CTG1
23389,ENSG00000213729,RPS16P2,2
23390,ENSG00000266231,,HSCHR6_MHC_APD_CTG1
23391,ENSG00000251455,,4
23392,ENSG00000206069,LHFPL7,22
23393,ENSG00000264393,,HSCHR6_MHC_APD_CTG1
23394,ENSG00000266653,,HSCHR6_MHC_APD_CTG1
23395,ENSG00000255486,,11
23396,ENSG00000265849,SNORD117,HSCHR6_MHC_APD_CTG1
23397,ENSG00000263864,SNORD48,HSCHR6_MHC_APD_CTG1
23398,ENSG00000266300,SNORD52,HSCHR6_MHC_APD_CTG1
23399,ENSG00000251429,AIDAP2,4
23400,ENSG00000282698,RPL3P10,HSCHR8_9_CTG1
23401,ENSG00000264998,,HSCHR6_MHC_APD_CTG1
23402,ENSG00000229621,LINC01822,2
23403,ENSG00000266435,,HSCHR6_MHC_APD_CTG1
23404,ENSG00000254434,,11
23405,ENSG00000226071,HLA-DPB2,HSCHR6_MHC_APD_CTG1
23406,ENSG00000233330,,6
23407,ENSG00000254939,,11
23408,ENSG00000236901,MIR600HG,9
23409,ENSG00000290540,,HSCHR6_MHC_APD_CTG1
23410,ENSG00000257065,,6
23411,ENSG00000206507,HLA-V,HSCHR6_MHC_APD_CTG1
23412,ENSG00000286533,,6
23413,ENSG00000290543,,HSCHR6_MHC_APD_CTG1
23414,ENSG00000170290,SLN,11
23415,ENSG00000251511,,4
23416,ENSG00000228524,HLA-J,HSCHR6_MHC_APD_CTG1
23417,ENSG00000197077,KIAA1671,22
23418,ENSG00000290582,,HSCHR6_MHC_APD_CTG1
23419,ENSG00000250723,,4
23420,ENSG00000178295,GEN1,2
23421,ENSG00000165209,STRBP,9
23422,ENSG00000254436,,11
23423,ENSG00000071994,PDCD2,6
23424,ENSG00000248027,ARHGAP42-AS1,11
23425,ENSG00000286567,,3
23426,ENSG00000240255,PSMC1P6,3
23427,ENSG00000287783,,5
23428,ENSG00000261036,,5
23429,ENSG00000170962,PDGFD,11
23430,ENSG00000123560,PLP1,X
23431,ENSG00000227124,ZNF717,3
23432,ENSG00000264655,PPIAP54,17
23433,ENSG00000113638,TTC33,5
23434,ENSG00000231638,LUARIS,7
23435,ENSG00000197566,ZNF624,17
23436,ENSG00000275834,,7
23437,ENSG00000249708,,4
23438,ENSG00000222047,C10orf55,10
23439,ENSG00000250538,NPY2R-AS1,4
23440,ENSG00000223867,,7
23441,ENSG00000243345,,7
23442,ENSG00000225761,,10
23443,ENSG00000222305,,10
23444,ENSG00000285592,,7
23445,ENSG00000148677,ANKRD1,10
23446,ENSG00000249847,,4
23447,ENSG00000287827,,7
23448,ENSG00000280347,,7
23449,ENSG00000251333,RTN3P1,4
23450,ENSG00000249041,,4
23451,ENSG00000149927,DOC2A,16
23452,ENSG00000249200,,4
23453,ENSG00000135185,TMEM243,7
23454,ENSG00000177432,NAP1L5,4
23455,ENSG00000249710,DDIT4L-AS1,4
23456,ENSG00000274205,MAPK15,HSCHR8_3_CTG7
23457,ENSG00000101203,COL20A1,20
23458,ENSG00000280352,,4
23459,ENSG00000279085,,22
23460,ENSG00000280140,,4
23461,ENSG00000279548,,22
23462,ENSG00000272202,,3
23463,ENSG00000234125,EEF1GP8,4
23464,ENSG00000279006,,22
23465,ENSG00000279110,,22
23466,ENSG00000242009,,3
23467,ENSG00000250205,YWHAEP4,4
23468,ENSG00000203280,KIAA1671-AS1,22
23469,ENSG00000250905,,4
23470,ENSG00000228489,RPL21P50,4
23471,ENSG00000271181,,22
23472,ENSG00000273889,FAM83H,HSCHR8_3_CTG7
23473,ENSG00000271977,EVA1CP2,4
23474,ENSG00000224012,,5
23475,ENSG00000282189,,HSCHR8_3_CTG7
23476,ENSG00000286736,,5
23477,ENSG00000100053,CRYBB3,22
23478,ENSG00000287072,,4
23479,ENSG00000277126,LINC02878,HSCHR8_3_CTG7
23480,ENSG00000151458,ANKRD50,4
23481,ENSG00000165810,BTNL9,5
23482,ENSG00000278243,GFUS,HSCHR8_3_CTG7
23483,ENSG00000234629,WDR82P1,3
23484,ENSG00000278934,,3
23485,ENSG00000254659,LINC02715,11
23486,ENSG00000242828,,3
23487,ENSG00000224626,,2
23488,ENSG00000230737,,2
23489,ENSG00000201604,RNU6-740P,10
23490,ENSG00000172971,UNC93B3,3
23491,ENSG00000225519,,10
23492,ENSG00000273124,,10
23493,ENSG00000255205,MED28P5,11
23494,ENSG00000224851,LINC00502,10
23495,ENSG00000231421,,17
23496,ENSG00000255070,OSBPL9P3,11
23497,ENSG00000240241,,3
23498,ENSG00000220585,DDX18P6,10
23499,ENSG00000230166,RPL35AP24,10
23500,ENSG00000288603,SNORA74C-2,10
23501,ENSG00000163032,VSNL1,2
23502,ENSG00000222108,RNA5SP317,10
23503,ENSG00000284739,,1
23504,ENSG00000285803,,10
23505,ENSG00000166266,CUL5,11
23506,ENSG00000226631,SLC9A3P3,10
23507,ENSG00000249506,ZEB2P1,4
23508,ENSG00000271389,OSBPL9P1,3
23509,ENSG00000242948,EPS15P1,7
23510,ENSG00000271034,RNPC3P1,3
23511,ENSG00000270059,,3
23512,ENSG00000182557,SPNS3,17
23513,ENSG00000171621,SPSB1,1
23514,ENSG00000282613,,HSCHR8_3_CTG7
23515,ENSG00000248988,PSME2P3,4
23516,ENSG00000236641,,22
23517,ENSG00000242195,SRRM1P2,3
23518,ENSG00000250503,,4
23519,ENSG00000278488,NAPRT,HSCHR8_3_CTG7
23520,ENSG00000251113,,4
23521,ENSG00000244752,CRYBB2,22
23522,ENSG00000271606,,4
23523,ENSG00000240476,LINC00973,3
23524,ENSG00000250141,LINC02276,4
23525,ENSG00000251283,LINC02272,4
23526,ENSG00000106355,LSM5,7
23527,ENSG00000242365,NDUFA5P5,3
23528,ENSG00000251440,STMN1P2,4
23529,ENSG00000241622,RARRES2P1,3
23530,ENSG00000227118,BTF3P13,4
23531,ENSG00000242586,HYDINP1,3
23532,ENSG00000243089,,3
23533,ENSG00000248387,,4
23534,ENSG00000099290,WASHC2A,10
23535,ENSG00000250326,USP38-DT,4
23536,ENSG00000278749,CCDC166,HSCHR8_3_CTG7
23537,ENSG00000241158,ADAMTS9-AS1,3
23538,ENSG00000248113,PTPN11P5,4
23539,ENSG00000272235,,1
23540,ENSG00000284694,,1
23541,ENSG00000274352,ZNF707,HSCHR8_3_CTG7
23542,ENSG00000224387,,1
23543,ENSG00000276464,POMZP3,HSCHR7_2_CTG4_4
23544,ENSG00000274039,,HSCHR9_1_CTG2
23545,ENSG00000276497,APBA1,HSCHR9_1_CTG2
23546,ENSG00000279298,,22
23547,ENSG00000287527,,5
23548,ENSG00000276411,,2
23549,ENSG00000077684,JADE1,4
23550,ENSG00000225402,,2
23551,ENSG00000276184,UPK3B,HSCHR7_2_CTG4_4
23552,ENSG00000142583,SLC2A5,1
23553,ENSG00000235127,,2
23554,ENSG00000128272,ATF4,22
23555,ENSG00000280745,,HSCHR9_1_CTG2
23556,ENSG00000235300,SKAP1-AS2,17
23557,ENSG00000228563,,2
23558,ENSG00000261104,,2
23559,ENSG00000155846,PPARGC1B,5
23560,ENSG00000281950,SPDYE16,HSCHR7_2_CTG4_4
23561,ENSG00000282912,,3
23562,ENSG00000241532,AGGF1P3,3
23563,ENSG00000234275,,2
23564,ENSG00000282580,,HSCHR7_2_CTG4_4
23565,ENSG00000282364,,HSCHR7_2_CTG4_4
23566,ENSG00000183688,RFLNB,17
23567,ENSG00000282685,IQANK1,HSCHR8_3_CTG7
23568,ENSG00000282379,DTX2,HSCHR7_2_CTG4_4
23569,ENSG00000226649,,2
23570,ENSG00000261117,,2
23571,ENSG00000262202,,17
23572,ENSG00000278016,TIGD5,HSCHR8_3_CTG7
23573,ENSG00000282617,,HSCHR8_3_CTG7
23574,ENSG00000238111,RPS13P4,2
23575,ENSG00000265046,,17
23576,ENSG00000263477,,17
23577,ENSG00000044524,EPHA3,3
23578,ENSG00000276340,ZNF623,HSCHR8_3_CTG7
23579,ENSG00000260331,,2
23580,ENSG00000264837,VN1R71P,17
23581,ENSG00000100368,CSF2RB,22
23582,ENSG00000237670,LINC01866,2
23583,ENSG00000282519,,HSCHR8_3_CTG7
23584,ENSG00000278908,,2
23585,ENSG00000235497,LINC02923,2
23586,ENSG00000282349,,HSCHR7_2_CTG4_4
23587,ENSG00000264058,,17
23588,ENSG00000282254,,HSCHR7_2_CTG4_4
23589,ENSG00000277781,MROH6,HSCHR8_3_CTG7
23590,ENSG00000290511,LINC03009,HSCHR7_2_CTG4_4
23591,ENSG00000233553,,2
23592,ENSG00000240652,,11
23593,ENSG00000242540,,2
23594,ENSG00000286345,,11
23595,ENSG00000213252,,11
23596,ENSG00000270422,,2
23597,ENSG00000204993,CRTC1P1,2
23598,ENSG00000266775,,17
23599,ENSG00000228158,TLE1P1,X
23600,ENSG00000227534,AP1M2P1,X
23601,ENSG00000234579,,2
23602,ENSG00000227942,FRMD8P1,X
23603,ENSG00000285984,,2
23604,ENSG00000274287,SCRIB,HSCHR8_3_CTG7
23605,ENSG00000197644,,2
23606,ENSG00000126562,WNK4,17
23607,ENSG00000273639,,14
23608,ENSG00000236822,NMBR-AS1,6
23609,ENSG00000220069,RPL7P27,6
23610,ENSG00000232640,,6
23611,ENSG00000137713,PPP2R1B,11
23612,ENSG00000218089,DNAJA1P4,6
23613,ENSG00000261970,,6
23614,ENSG00000277845,RN7SKP175,HSCHR8_3_CTG7
23615,ENSG00000227706,,6
23616,ENSG00000225535,LINC01393,7
23617,ENSG00000118961,LDAH,2
23618,ENSG00000147140,NONO,X
23619,ENSG00000237987,,6
23620,ENSG00000232197,,6
23621,ENSG00000100888,CHD8,14
23622,ENSG00000218776,MTATP6P31,6
23623,ENSG00000286875,,6
23624,ENSG00000112208,BAG2,6
23625,ENSG00000215807,KRT18P65,6
23626,ENSG00000226541,RPL36P10,6
23627,ENSG00000213121,,6
23628,ENSG00000106367,AP1S1,7
23629,ENSG00000283941,MIR600,9
23630,ENSG00000207000,RNU6-820P,9
23631,ENSG00000270236,,9
23632,ENSG00000243888,,9
23633,ENSG00000229312,,9
23634,ENSG00000233551,LSM1P1,9
23635,ENSG00000100077,GRK3,22
23636,ENSG00000198945,L3MBTL3,6
23637,ENSG00000285169,,9
23638,ENSG00000229637,PRAC2,17
23639,ENSG00000285130,,9
23640,ENSG00000284674,LINC02781,1
23641,ENSG00000224338,MTCYBP45,1
23642,ENSG00000231870,KRT17P3,17
23643,ENSG00000287727,,1
23644,ENSG00000276374,,HSCHR9_1_CTG4
23645,ENSG00000286448,,1
23646,ENSG00000278688,,HSCHR9_1_CTG4
23647,ENSG00000284703,,1
23648,ENSG00000226457,RPL22P3,1
23649,ENSG00000173614,NMNAT1,1
23650,ENSG00000165060,FXN,9
23651,ENSG00000265746,KYNUP2,17
23652,ENSG00000182931,WFDC10B,20
23653,ENSG00000081148,IMPG2,3
23654,ENSG00000251239,,17
23655,ENSG00000264943,SH3GL1P2,17
23656,ENSG00000260997,,7
23657,ENSG00000223979,SMCR2,17
23658,ENSG00000274904,,16
23659,ENSG00000106397,PLOD3,7
23660,ENSG00000282507,,HSCHR7_2_CTG7
23661,ENSG00000284193,MIR1257,20
23662,ENSG00000235018,RPL17P48,20
23663,ENSG00000265306,MIR3195,20
23664,ENSG00000283078,,20
23665,ENSG00000149923,PPP4C,16
23666,ENSG00000130699,TAF4,20
23667,ENSG00000100206,DMC1,22
23668,ENSG00000215720,MFFP1,1
23669,ENSG00000241326,,1
23670,ENSG00000233623,PGAM1P11,1
23671,ENSG00000108848,LUC7L3,17
23672,ENSG00000119139,TJP2,9
23673,ENSG00000249792,,5
23674,ENSG00000254351,ARL2BPP5,5
23675,ENSG00000162592,CCDC27,1
23676,ENSG00000226272,ARHGAP26-AS1,5
23677,ENSG00000282493,,HSCHR8_7_CTG1
23678,ENSG00000282786,,HSCHR8_7_CTG1
23679,ENSG00000244331,,5
23680,ENSG00000282020,DLGAP2-AS1,HSCHR8_7_CTG1
23681,ENSG00000131507,NDFIP1,5
23682,ENSG00000235156,TMEM30CP,3
23683,ENSG00000282318,DLGAP2,HSCHR8_7_CTG1
23684,ENSG00000278220,CLN8,HSCHR8_7_CTG1
23685,ENSG00000288105,,3
23686,ENSG00000204624,DISP3,1
23687,ENSG00000282481,CLN8-AS1,HSCHR8_7_CTG1
23688,ENSG00000287284,,2
23689,ENSG00000273374,,3
23690,ENSG00000253630,,5
23691,ENSG00000242145,,3
23692,ENSG00000215595,C20orf202,20
23693,ENSG00000251088,,3
23694,ENSG00000244968,LIFR-AS1,5
23695,ENSG00000132031,MATN3,2
23696,ENSG00000289012,,20
23697,ENSG00000239226,MRPS17P3,3
23698,ENSG00000250027,,4
23699,ENSG00000124143,ARHGAP40,20
23700,ENSG00000271024,HSPE1P19,3
23701,ENSG00000243296,,3
23702,ENSG00000244048,RPS18P6,3
23703,ENSG00000282511,CLUHP10,3
23704,ENSG00000158901,WFDC8,20
23705,ENSG00000243195,TUBBP11,3
23706,ENSG00000273569,,5
23707,ENSG00000243635,EZRP1,3
23708,ENSG00000241328,LINC02070,3
23709,ENSG00000244461,LINC02077,3
23710,ENSG00000214743,MRPS5P3,5
23711,ENSG00000251538,LINC02201,5
23712,ENSG00000230860,CCNB1IP1P2,20
23713,ENSG00000231585,,5
23714,ENSG00000232385,RPS3AP25,7
23715,ENSG00000036054,TBC1D23,3
23716,ENSG00000118960,HS1BP3,2
23717,ENSG00000064651,SLC12A2,5
23718,ENSG00000124155,PIGT,20
23719,ENSG00000254798,TFAMP2,11
23720,ENSG00000255065,,11
23721,ENSG00000284921,,HSCHR7_3_CTG1
23722,ENSG00000100380,ST13,22
23723,ENSG00000163629,PTPN13,4
23724,ENSG00000285440,,HSCHR7_3_CTG1
23725,ENSG00000285110,,HSCHR7_3_CTG1
23726,ENSG00000142606,MMEL1,1
23727,ENSG00000166682,TMPRSS5,11
23728,ENSG00000135218,CD36,7
23729,ENSG00000119778,ATAD2B,2
23730,ENSG00000090238,YPEL3,16
23731,ENSG00000263127,RPL4P5,HSCHR9_1_CTG1
23732,ENSG00000225532,,6
23733,ENSG00000233682,FNDC1-AS1,6
23734,ENSG00000272137,,6
23735,ENSG00000216809,,6
23736,ENSG00000217770,FEM1AP3,6
23737,ENSG00000177468,OLIG3,6
23738,ENSG00000224478,,6
23739,ENSG00000217811,HNRNPDP2,6
23740,ENSG00000287411,,6
23741,ENSG00000112210,RAB23,6
23742,ENSG00000277800,TBX22,HSCHRX_2_CTG12
23743,ENSG00000102886,GDPD3,16
23744,ENSG00000285354,,2
23745,ENSG00000235064,SLC25A5P2,2
23746,ENSG00000132530,XAF1,17
23747,ENSG00000217272,RAB1AP2,6
23748,ENSG00000225024,RPL37P11,2
23749,ENSG00000273100,,6
23750,ENSG00000226032,,6
23751,ENSG00000226398,,2
23752,ENSG00000131023,LATS1,6
23753,ENSG00000068784,SRBD1,2
23754,ENSG00000284896,OR2A5,HSCHR7_3_CTG4_4
23755,ENSG00000285496,OR2A25,HSCHR7_3_CTG4_4
23756,ENSG00000284949,OR2A12,HSCHR7_3_CTG4_4
23757,ENSG00000285071,OR2A2,HSCHR7_3_CTG4_4
23758,ENSG00000284891,OR2A14,HSCHR7_3_CTG4_4
23759,ENSG00000288370,CTAGE4,HSCHR7_3_CTG4_4
23760,ENSG00000154174,TOMM70,3
23761,ENSG00000288422,ARHGEF35,HSCHR7_3_CTG4_4
23762,ENSG00000284836,OR2A42,HSCHR7_3_CTG4_4
23763,ENSG00000285059,,HSCHR7_3_CTG4_4
23764,ENSG00000261367,,16
23765,ENSG00000284749,OR2A7,HSCHR7_3_CTG4_4
23766,ENSG00000275371,,16
23767,ENSG00000288181,CTAGE8,HSCHR7_3_CTG4_4
23768,ENSG00000288136,,HSCHR7_3_CTG4_4
23769,ENSG00000225931,,1
23770,ENSG00000285362,,HSCHR7_3_CTG4_4
23771,ENSG00000285105,OR2A1,HSCHR7_3_CTG4_4
23772,ENSG00000285408,,HSCHR7_3_CTG4_4
23773,ENSG00000073169,SELENOO,22
23774,ENSG00000284912,,HSCHR7_3_CTG4_4
23775,ENSG00000171729,TMEM51,1
23776,ENSG00000102882,MAPK3,16
23777,ENSG00000284827,,HSCHR7_3_CTG4_4
23778,ENSG00000285013,,HSCHR7_3_CTG4_4
23779,ENSG00000282008,GAPDHP26,HSCHR9_1_CTG5
23780,ENSG00000285154,,HSCHR7_3_CTG4_4
23781,ENSG00000276559,BAAT,HSCHR9_1_CTG5
23782,ENSG00000282259,,HSCHR9_1_CTG5
23783,ENSG00000284933,ARHGEF5,HSCHR7_3_CTG4_4
23784,ENSG00000282345,FYTTD1P1,HSCHR9_1_CTG5
23785,ENSG00000282406,TRMT112P4,HSCHR9_1_CTG5
23786,ENSG00000276539,PLPPR1,HSCHR9_1_CTG5
23787,ENSG00000285328,NOBOX,HSCHR7_3_CTG4_4
23788,ENSG00000233011,SLC9A3P1,10
23789,ENSG00000240309,MTCO1P6,3
23790,ENSG00000225137,DYNC1I2P1,10
23791,ENSG00000234756,LINC02621,10
23792,ENSG00000285780,,3
23793,ENSG00000288119,,HSCHR7_3_CTG4_4
23794,ENSG00000282376,TRPC6P4,HSCHR9_1_CTG5
23795,ENSG00000282159,,HSCHR9_1_CTG5
23796,ENSG00000288011,,10
23797,ENSG00000276714,,HSCHR9_1_CTG5
23798,ENSG00000240940,RN7SL591P,10
23799,ENSG00000138311,ZNF365,10
23800,ENSG00000219361,RPSAP72,6
23801,ENSG00000231336,,2
23802,ENSG00000234768,,6
23803,ENSG00000213403,CISD1P1,2
23804,ENSG00000091844,RGS17,6
23805,ENSG00000159307,SCUBE1,22
23806,ENSG00000285837,,10
23807,ENSG00000285551,LINC02929,10
23808,ENSG00000279457,WASH9P,1
23809,ENSG00000162949,CAPN13,2
23810,ENSG00000229393,,1
23811,ENSG00000138468,SENP7,3
23812,ENSG00000230202,RPL29P4,6
23813,ENSG00000037637,FBXO42,1
23814,ENSG00000164488,DACT2,6
23815,ENSG00000238280,,10
23816,ENSG00000234489,ALDH7A1P4,10
23817,ENSG00000227374,,10
