MOLTID,TITLE,MOLTNBR,PANELNBR,CELLNBR,pname,cellname,VALUE,STD DEV
MT16008,X-3998,371921,7,3,Leukemia,CCRF-CEM,0.117,0
MT16009,X-4003,371922,7,3,Leukemia,CCRF-CEM,0.155,0
MT16010,X-4013,371923,7,3,Leukemia,CCRF-CEM,0.336,0
MT16011,X-4015,371924,7,3,Leukemia,CCRF-CEM,0.208,0.153
MT16012,X-4018,371925,7,3,Leukemia,CCRF-CEM,0.044,0
MT16013,X-4019,371926,7,3,Leukemia,CCRF-CEM,0.109,0.033
MT16014,X-4020,371927,7,3,Leukemia,CCRF-CEM,0.162,0.015
MT16015,X-4027,371928,7,3,Leukemia,CCRF-CEM,0.016,0
MT16016,X-4030 - possible glutethimide or securinine,371929,7,3,Leukemia,CCRF-CEM,0.304,0
MT16017,X-4032,371930,7,3,Leukemia,CCRF-CEM,0.166,0
MT16018,X-4043,371931,7,3,Leukemia,CCRF-CEM,0.139,0.017
MT16019,X-4046,371932,7,3,Leukemia,CCRF-CEM,0.088,0
MT16020,X-4051,371933,7,3,Leukemia,CCRF-CEM,0.157,0
MT16021,X-4053,371934,7,3,Leukemia,CCRF-CEM,0.062,0
MT16022,X-4058,371935,7,3,Leukemia,CCRF-CEM,0.182,0
MT16023,X-4075,371936,7,3,Leukemia,CCRF-CEM,0.102,0
MT16024,X-4096 - possible gamma-glu-gly-leu,371937,7,3,Leukemia,CCRF-CEM,1.105,0.299
MT16025,X-4116,371938,7,3,Leukemia,CCRF-CEM,0.178,0
MT16026,X-4133,371939,7,3,Leukemia,CCRF-CEM,1.41,0.957
MT16027,X-4231,371940,7,3,Leukemia,CCRF-CEM,0.182,0
MT16028,X-4238,371941,7,3,Leukemia,CCRF-CEM,0.502,0.107
MT16029,X-4251,371942,7,3,Leukemia,CCRF-CEM,0.076,0
MT16030,X-4271,371943,7,3,Leukemia,CCRF-CEM,0.338,0
MT16031,X-4354,371944,7,3,Leukemia,CCRF-CEM,0.605,0.411
MT16032,X-4362,371945,7,3,Leukemia,CCRF-CEM,0.141,0
MT16033,X-4407,371946,7,3,Leukemia,CCRF-CEM,0.424,0
MT16034,X-4429,371947,7,3,Leukemia,CCRF-CEM,0.221,0
MT16035,X-4432,371948,7,3,Leukemia,CCRF-CEM,0.294,0
MT16036,X-4503,371949,7,3,Leukemia,CCRF-CEM,0.233,0
MT16037,X-4510,371950,7,3,Leukemia,CCRF-CEM,0.261,0
MT16038,X-4514,371951,7,3,Leukemia,CCRF-CEM,0.261,0
MT16039,X-4516,371952,7,3,Leukemia,CCRF-CEM,0.138,0.069
MT16040,X-4517,371953,7,3,Leukemia,CCRF-CEM,0.164,0
MT16041,X-4522,371954,7,3,Leukemia,CCRF-CEM,0.208,0
MT16042,X-4523,371955,7,3,Leukemia,CCRF-CEM,0.078,0.039
MT16043,X-4567,371956,7,3,Leukemia,CCRF-CEM,0.465,0
MT16044,X-4593,371957,7,3,Leukemia,CCRF-CEM,0.601,0.18
MT16045,X-4611,371958,7,3,Leukemia,CCRF-CEM,1.01,0.086
MT16046,X-4616 - retired duplicate of 5946,371959,7,3,Leukemia,CCRF-CEM,0.418,0
MT16047,X-4617,371960,7,3,Leukemia,CCRF-CEM,0.229,0
MT16048,X-4660,371961,7,3,Leukemia,CCRF-CEM,0.429,0
MT16049,X-4667,371962,7,3,Leukemia,CCRF-CEM,0.894,0.101
MT16050,X-4706,371963,7,3,Leukemia,CCRF-CEM,0.294,0
MT16051,X-4727,371964,7,3,Leukemia,CCRF-CEM,0.336,0
MT16052,X-4811,371965,7,3,Leukemia,CCRF-CEM,0.5,0
MT16053,X-4906,371966,7,3,Leukemia,CCRF-CEM,0.38,0
MT16054,X-5111,371967,7,3,Leukemia,CCRF-CEM,0.039,0
MT16055,X-5147,371968,7,3,Leukemia,CCRF-CEM,0.124,0
MT16056,X-5187,371969,7,3,Leukemia,CCRF-CEM,0.058,0
MT16057,xanthine,371970,7,3,Leukemia,CCRF-CEM,0.129,0
MT16058,xanthosine,371971,7,3,Leukemia,CCRF-CEM,0.108,0
MT16059,xylitol,371972,7,3,Leukemia,CCRF-CEM,0.568,0.382
MT15708,(2-Aminoethyl)phosphonate,371621,7,5,Leukemia,K-562,2.85,0.821
MT15709,(p-Hydroxyphenyl)lactic acid,371622,7,5,Leukemia,K-562,0.672,0.444
MT15710,"2,3-diphospho-D-glyceric acid",371623,7,5,Leukemia,K-562,0.726,0.144
MT15711,2'-deoxyadenosine 5'-diphosphate,371624,7,5,Leukemia,K-562,0.447,0.212
MT15712,2'-deoxyuridine 5'-triphosphate,371625,7,5,Leukemia,K-562,0.741,0.461
MT15713,2'-deoxyuridine,371626,7,5,Leukemia,K-562,0.104,0
MT15714,3-hydroxy-3-methylglutarate,371627,7,5,Leukemia,K-562,2.989,0.909
MT15715,3-methyl-L-histidine,371628,7,5,Leukemia,K-562,2.294,0.969
MT15716,3-phospho-d-glycerate,371629,7,5,Leukemia,K-562,0.104,0.077
MT15717,3-phospho-l-serine,371630,7,5,Leukemia,K-562,4.297,0.622
MT15718,4-Guanidinobutanoic acid,371631,7,5,Leukemia,K-562,0.743,0.528
MT15719,"5,6-dihydrouracil",371632,7,5,Leukemia,K-562,0.219,0
MT15720,"5,6-Dimethylbenzimidazole",371633,7,5,Leukemia,K-562,1.131,0.259
MT15721,5-oxoproline,371634,7,5,Leukemia,K-562,3.262,0.122
MT15722,5'-s-methyl-5'-thioadenosine,371635,7,5,Leukemia,K-562,4.858,2.516
MT15723,6-phosphogluconic acid,371636,7,5,Leukemia,K-562,0.268,0.2
MT15724,acetylphosphate,371637,7,5,Leukemia,K-562,0.537,0.151
MT15725,adenine,371638,7,5,Leukemia,K-562,1.741,0.29
MT15726,adenosine,371639,7,5,Leukemia,K-562,1.082,0.106
MT15727,alanine,371640,7,5,Leukemia,K-562,0.935,0.472
MT15728,allantoin,371641,7,5,Leukemia,K-562,1.098,0.319
MT15729,alpha-D-ribose 5-phosphate,371642,7,5,Leukemia,K-562,0.082,0
MT15730,alpha-keto-glutarate,371643,7,5,Leukemia,K-562,0.531,0.358
MT15731,alpha-tocopherol,371644,7,5,Leukemia,K-562,0.522,0.104
MT15732,anthranilic acid,371645,7,5,Leukemia,K-562,0.385,0.235
MT15733,arabinose,371646,7,5,Leukemia,K-562,0.122,0
MT15734,arginine,371647,7,5,Leukemia,K-562,1.092,0.643
MT15735,arginino-succinate,371648,7,5,Leukemia,K-562,0.371,0.248
MT15736,asparagine,371649,7,5,Leukemia,K-562,7.511,4.36
MT15737,aspartate,371650,7,5,Leukemia,K-562,2.055,0.503
MT15738,beta-alanine,371651,7,5,Leukemia,K-562,4.572,0.866
MT15739,beta-hydroxypyruvic acid,371652,7,5,Leukemia,K-562,0.36,0.277
MT15740,beta-nicotinamide adenine dinucleotide,371653,7,5,Leukemia,K-562,2.437,1.266
MT15741,biotin,371654,7,5,Leukemia,K-562,0.111,0
MT15742,caffeine,371655,7,5,Leukemia,K-562,0.274,0
MT15743,carnitine,371656,7,5,Leukemia,K-562,1.767,0.829
MT15744,cholesterol,371657,7,5,Leukemia,K-562,0.363,0.148
MT15745,citric acid,371658,7,5,Leukemia,K-562,4.249,0.369
MT15746,creatinine,371659,7,5,Leukemia,K-562,10.515,1.558
MT15747,cysteine,371660,7,5,Leukemia,K-562,0.07,0
MT15748,cytidine,371661,7,5,Leukemia,K-562,0.484,0.122
MT15749,cytidine 5'-monophosphate,371662,7,5,Leukemia,K-562,1.734,0.898
MT15750,D-allose,371663,7,5,Leukemia,K-562,0.977,0.05
MT15751,DL-cystathionine,371664,7,5,Leukemia,K-562,1.071,0.25
MT15752,DL-homocysteine,371665,7,5,Leukemia,K-562,0.098,0
MT15753,D-ribose,371666,7,5,Leukemia,K-562,0.765,0.551
MT15754,erythrose-4-phosphate,371667,7,5,Leukemia,K-562,0.209,0.151
MT15755,ethylmalonic acid,371668,7,5,Leukemia,K-562,0.728,0.492
MT15756,fumaric acid,371669,7,5,Leukemia,K-562,2.234,0.465
MT15757,gamma-glu-cys,371670,7,5,Leukemia,K-562,0.284,0
MT15758,gamma-L-glutamyl-L-glutamine,371671,7,5,Leukemia,K-562,0.658,0.783
MT15759,gamma-L-glutamyl-L-tyrosine,371672,7,5,Leukemia,K-562,1.45,1.747
MT15760,gluconic acid,371673,7,5,Leukemia,K-562,3.083,1.663
MT15761,glucose-6-phosphate,371674,7,5,Leukemia,K-562,0.53,0.145
MT15762,glutamic acid,371675,7,5,Leukemia,K-562,3.816,0.273
MT15763,glutamine,371676,7,5,Leukemia,K-562,2.62,3.774
MT15764,"glutathione, reduced",371677,7,5,Leukemia,K-562,2.126,0.831
MT15765,glyceraldehyde,371678,7,5,Leukemia,K-562,0.046,0
MT15766,glyceric acid,371679,7,5,Leukemia,K-562,0.267,0.281
MT15767,glycerol,371680,7,5,Leukemia,K-562,0.67,0.085
MT15768,glycine,371681,7,5,Leukemia,K-562,1.802,0.589
MT15769,guanine,371682,7,5,Leukemia,K-562,0.1,0.048
MT15770,guanosine,371683,7,5,Leukemia,K-562,0.041,0.018
MT15771,guanosine 5'- monophosphate,371684,7,5,Leukemia,K-562,0.512,0.006
MT15772,"gulono-1,4-lactone",371685,7,5,Leukemia,K-562,2.575,0.253
MT15773,histidine,371686,7,5,Leukemia,K-562,1.253,0.563
MT15774,homogentisate,371687,7,5,Leukemia,K-562,0.089,0
MT15775,hypotaurine,371688,7,5,Leukemia,K-562,12.994,0.443
MT15776,hypoxanthine,371689,7,5,Leukemia,K-562,0.297,0.159
MT15777,inosine,371690,7,5,Leukemia,K-562,0.057,0.041
MT15778,inositol,371691,7,5,Leukemia,K-562,3.77,1.395
MT15779,inositol 1-phosphate,371692,7,5,Leukemia,K-562,0.492,0.121
MT15780,"Isobar 13 includes 5-keto-D-gluconic acid, 2-keto-L-gulonic acid, D-glucuronic acid",371693,7,5,Leukemia,K-562,0.577,0.5
MT15781,"Isobar 18 includes D-fructose 1-phosphate, beta-D-fructose 6-phosphate",371694,7,5,Leukemia,K-562,1.167,0.271
MT15782,"Isobar 19 includes D-saccharic acid, 2-deoxy-D-galactose, 2-deoxy-D-glucose, L-fucose, L-rhamnose",371695,7,5,Leukemia,K-562,0.229,0.091
MT15783,"Isobar 22 includes glutamic acid, O-acetyl-L-serine",371696,7,5,Leukemia,K-562,3.783,0.796
MT15784,"Isobar 25 includes L-gulono-1,4-lactone, glucono-gamma-lactone",371697,7,5,Leukemia,K-562,0.103,0
MT15785,"Isobar 27 includes L-kynurenine, alpha-2-diamino-gamma-oxobenzenebutanoic acid",371698,7,5,Leukemia,K-562,0.473,0.344
MT15786,"Isobar 3 includes inositol 1-phosphate, mannose 6-phosphate, glucose 6-phosphate, D-mannose 1-phosphate, alpha-D-glucose 1-phosphate, alpha-D-galactose 1 phosphate",371699,7,5,Leukemia,K-562,1.5,0.441
MT15787,"Isobar 35 includes D-arabinose 5-phosphate, D-ribulose 5-phosphate, alpha-D-ribose-5-phosphate",371700,7,5,Leukemia,K-562,1.116,0.713
MT15788,"Isobar 36 includes D-sorbitol 6-phosphate, mannitol-1-phosphate",371701,7,5,Leukemia,K-562,0.522,0.243
MT15789,"Isobar 37 includes mannitol, dulcitol",371702,7,5,Leukemia,K-562,0.642,0.182
MT15790,"Isobar 39 includes N-acetyl-D-glucosamine-6-phosphate, N-acetyl-alpha-D-glucosamine 1-phosphate",371703,7,5,Leukemia,K-562,0.964,0.427
MT15791,"Isobar 4 includes Gluconic acid, DL-arabinose, D-ribose, L-xylose, DL-lyxose, D-xylulose",371704,7,5,Leukemia,K-562,1.837,0.191
MT15792,"Isobar 6 includes valine, betaine",371705,7,5,Leukemia,K-562,0.51,0.136
MT15793,"Isobar 9 includes sucrose, beta-D-lactose, D-trehalose, D-cellobiose, D-Maltose, palatinose, melibiose, alpha-D-lactose",371706,7,5,Leukemia,K-562,0.097,0.049
MT15794,isoleucine,371707,7,5,Leukemia,K-562,2.221,0.909
MT15795,Kynurenic acid,371708,7,5,Leukemia,K-562,1.358,0.869
MT15796,lactate,371709,7,5,Leukemia,K-562,2.027,0.085
MT15797,L-allo-threonine,371710,7,5,Leukemia,K-562,0.986,0.147
MT15798,L-alpha-glycerophosphorylcholine,371711,7,5,Leukemia,K-562,0.685,0.64
MT15799,L-arabitol,371712,7,5,Leukemia,K-562,0.811,0.848
MT15800,L-beta-imidazolelactic acid,371713,7,5,Leukemia,K-562,0.344,0.226
MT15801,leucine,371714,7,5,Leukemia,K-562,0.791,0.247
MT15802,malic acid,371715,7,5,Leukemia,K-562,5.304,2.261
MT15803,malonic acid,371716,7,5,Leukemia,K-562,0.956,0.702
MT15804,mannose,371717,7,5,Leukemia,K-562,0.085,0
MT15805,mannose-6-phosphate,371718,7,5,Leukemia,K-562,0.168,0.164
MT15806,melatonin,371719,7,5,Leukemia,K-562,0.2,0
MT15807,methionine,371720,7,5,Leukemia,K-562,0.611,0.264
MT15808,N(5)-(aminocarbonyl)-L-ornithine,371721,7,5,Leukemia,K-562,0.574,0.344
MT15809,N('6)-trimethyl-l-lysine,371722,7,5,Leukemia,K-562,1.075,0.236
MT15810,"N,N-dimethylarginine",371723,7,5,Leukemia,K-562,0.123,0
MT15811,N-acetyl-D-galactosamine,371724,7,5,Leukemia,K-562,0.472,0.466
MT15812,N-acetylneuraminic acid,371725,7,5,Leukemia,K-562,0.749,0.179
MT15813,n-dodecanoate,371726,7,5,Leukemia,K-562,0.95,0.107
MT15814,N-formyl-L-methionine,371727,7,5,Leukemia,K-562,0.29,0
MT15815,n-hexadecanoic acid,371728,7,5,Leukemia,K-562,0.537,0.027
MT15816,niacinamide,371729,7,5,Leukemia,K-562,2.617,0.946
MT15817,octopamine,371730,7,5,Leukemia,K-562,0.113,0
MT15818,oleic acid,371731,7,5,Leukemia,K-562,0.816,0.419
MT15819,ornithine,371732,7,5,Leukemia,K-562,5.91,2.982
MT15820,orotidine 5'-phosphate,371733,7,5,Leukemia,K-562,0.53,0.309
MT15821,oxitryptan,371734,7,5,Leukemia,K-562,0.292,0
MT15822,palmitoleic acid,371735,7,5,Leukemia,K-562,0.189,0.146
MT15823,pantothenic acid,371736,7,5,Leukemia,K-562,5.9,1.425
MT15824,phenylalanine,371737,7,5,Leukemia,K-562,0.341,0.047
MT15825,phosphate,371738,7,5,Leukemia,K-562,0.803,0.11
MT15826,phosphoenolpyruvate,371739,7,5,Leukemia,K-562,3.779,1.963
MT15827,picolinic acid,371740,7,5,Leukemia,K-562,0.522,0.463
MT15828,porphobilinogen,371741,7,5,Leukemia,K-562,0.252,0
MT15829,Possible Artifact-2336 (RI Ladder),371742,7,5,Leukemia,K-562,0.968,0.036
MT15830,proline,371743,7,5,Leukemia,K-562,9.214,6.27
MT15831,Putrescine,371744,7,5,Leukemia,K-562,4.048,6.379
MT15832,pyridoxal,371745,7,5,Leukemia,K-562,0.481,0
MT15833,pyrophosphate,371746,7,5,Leukemia,K-562,0.007,0
MT15834,quinolinic acid,371747,7,5,Leukemia,K-562,0.349,0
MT15835,ribulose-5-phosphate,371748,7,5,Leukemia,K-562,0.083,0
MT15836,S-(5'-adenosyl)-L-methionine,371749,7,5,Leukemia,K-562,1.62,0.148
MT15837,S-adenosyl-l-homocysteine,371750,7,5,Leukemia,K-562,0.937,0.118
MT15838,serine,371751,7,5,Leukemia,K-562,0.388,0.161
MT15839,sn-Glycerol 3-phosphate,371752,7,5,Leukemia,K-562,1.463,0.288
MT15840,sorbitol,371753,7,5,Leukemia,K-562,3.012,1.389
MT15841,Spermidine,371754,7,5,Leukemia,K-562,1.546,1.245
MT15842,succinate,371755,7,5,Leukemia,K-562,1.025,0.115
MT15843,tartaric acid,371756,7,5,Leukemia,K-562,0.5,0
MT15844,taurine,371757,7,5,Leukemia,K-562,1.204,0.459
MT15845,tetradecanoic acid,371758,7,5,Leukemia,K-562,0.581,0.055
MT15846,threonine,371759,7,5,Leukemia,K-562,0.928,0.134
MT15847,trans-11-eicosenoic acid,371760,7,5,Leukemia,K-562,0.186,0
MT15848,trans-4-hydroxyproline,371761,7,5,Leukemia,K-562,13.021,7.995
MT15849,trehalose 6-phosphate,371762,7,5,Leukemia,K-562,0.578,0.236
MT15850,tryptophan,371763,7,5,Leukemia,K-562,0.881,0.104
MT15851,tyramine,371764,7,5,Leukemia,K-562,0.26,0.019
MT15852,tyrosine,371765,7,5,Leukemia,K-562,0.848,0.308
MT15853,uracil,371766,7,5,Leukemia,K-562,0.021,0.015
MT15854,urea,371767,7,5,Leukemia,K-562,0.538,0.207
MT15855,uric acid,371768,7,5,Leukemia,K-562,0.937,0.732
MT15856,uridine,371769,7,5,Leukemia,K-562,0.614,0.15
MT15857,uridine diphosphate-N-acetylmuraminic acid,371770,7,5,Leukemia,K-562,0.305,0
MT15858,valine,371771,7,5,Leukemia,K-562,0.322,0.062
MT15859,"X-1085 - possible isolobinine or 4-aminoestra-1,3,5(10)-triene-3,17beta-diol",371772,7,5,Leukemia,K-562,0.333,0.248
MT15860,X-1086,371773,7,5,Leukemia,K-562,0.068,0
MT15861,X-1104,371774,7,5,Leukemia,K-562,1.061,0.069
MT15862,X-1107,371775,7,5,Leukemia,K-562,0.406,0
MT15863,X-1111 - possible methylnitronitrosoguanidine or ethyl thiocarbamoylacetate,371776,7,5,Leukemia,K-562,1.247,0.776
MT15864,X-1113 - possible acetylcarnitine,371777,7,5,Leukemia,K-562,3.818,2.248
MT15865,X-1114,371778,7,5,Leukemia,K-562,4.764,3.428
MT15866,X-1122,371779,7,5,Leukemia,K-562,0.466,0
MT15867,X-1126,371780,7,5,Leukemia,K-562,0.109,0
MT15868,X-1129,371781,7,5,Leukemia,K-562,0.177,0
MT15869,X-1130,371782,7,5,Leukemia,K-562,0.432,0
MT15870,X-1213,371783,7,5,Leukemia,K-562,0.214,0
MT15871,X-1288,371784,7,5,Leukemia,K-562,0.026,0
MT15872,X-1330,371785,7,5,Leukemia,K-562,0.236,0
MT15873,X-1391,371786,7,5,Leukemia,K-562,0.208,0
MT15874,X-1455,371787,7,5,Leukemia,K-562,0.617,1.028
MT15875,X-1461,371788,7,5,Leukemia,K-562,0.437,0
MT15876,X-1465,371789,7,5,Leukemia,K-562,0.7,0.478
MT15877,X-1468,371790,7,5,Leukemia,K-562,0.62,0.233
MT15878,X-1496,371791,7,5,Leukemia,K-562,1.098,0.065
MT15879,X-1497,371792,7,5,Leukemia,K-562,3.473,1.631
MT15880,X-1498,371793,7,5,Leukemia,K-562,1.18,0.313
MT15881,X-1573,371794,7,5,Leukemia,K-562,0.091,0
MT15882,X-1575,371795,7,5,Leukemia,K-562,0.107,0
MT15883,X-1593,371796,7,5,Leukemia,K-562,0.978,0.174
MT15884,X-1595 - possible glutathione metabolite,371797,7,5,Leukemia,K-562,0.054,0
MT15885,X-1597,371798,7,5,Leukemia,K-562,0.954,0.194
MT15886,X-1609,371799,7,5,Leukemia,K-562,1.71,0.452
MT15887,X-1612,371800,7,5,Leukemia,K-562,0.239,0
MT15888,X-1616,371801,7,5,Leukemia,K-562,2.132,0.498
MT15889,X-1656,371802,7,5,Leukemia,K-562,0.546,0.176
MT15890,X-1677,371803,7,5,Leukemia,K-562,0.933,0.324
MT15891,X-1713,371804,7,5,Leukemia,K-562,1.735,0.359
MT15892,X-1733,371805,7,5,Leukemia,K-562,0.477,0
MT15893,X-1736 - retired - p-hydroxybenzaldehyde,371806,7,5,Leukemia,K-562,1.014,0.157
MT15894,X-1819,371807,7,5,Leukemia,K-562,1.594,1.365
MT15895,X-1843 - retired pieces of X-7147,371808,7,5,Leukemia,K-562,0.5,0
MT15896,X-2005,371809,7,5,Leukemia,K-562,1.023,0.173
MT15897,X-2008,371810,7,5,Leukemia,K-562,0.158,0
MT15898,X-2011,371811,7,5,Leukemia,K-562,0.253,0.41
MT15899,X-2026,371812,7,5,Leukemia,K-562,0.702,0.597
MT15900,X-2027,371813,7,5,Leukemia,K-562,4.681,4.976
MT15901,X-2041,371814,7,5,Leukemia,K-562,4.17,2.869
MT15902,X-2046,371815,7,5,Leukemia,K-562,0.16,0.083
MT15903,X-2053,371816,7,5,Leukemia,K-562,0.173,0.102
MT15904,X-2064,371817,7,5,Leukemia,K-562,0.774,0.207
MT15905,X-2074,371818,7,5,Leukemia,K-562,1.13,0.148
MT15906,X-2077,371819,7,5,Leukemia,K-562,0.793,0.356
MT15907,X-2088,371820,7,5,Leukemia,K-562,0.5,0
MT15908,X-2107,371821,7,5,Leukemia,K-562,0.134,0.095
MT15909,X-2108,371822,7,5,Leukemia,K-562,0.648,0.234
MT15910,X-2109,371823,7,5,Leukemia,K-562,1.135,0.07
MT15911,X-2129,371824,7,5,Leukemia,K-562,0.082,0.068
MT15912,X-2136,371825,7,5,Leukemia,K-562,0.174,0
MT15913,X-2138,371826,7,5,Leukemia,K-562,0.381,0
MT15914,X-2139,371827,7,5,Leukemia,K-562,1.786,1.47
MT15915,X-2177,371828,7,5,Leukemia,K-562,0.185,0
MT15916,X-2185,371829,7,5,Leukemia,K-562,5.242,3.58
MT15917,X-2193,371830,7,5,Leukemia,K-562,0.331,0
MT15918,X-2212,371831,7,5,Leukemia,K-562,0.776,0.385
MT15919,X-2255 - hydroxyproline form of bradykinin,371832,7,5,Leukemia,K-562,0.452,0.225
MT15920,X-2269,371833,7,5,Leukemia,K-562,0.326,0
MT15921,X-2272,371834,7,5,Leukemia,K-562,0.214,0
MT15922,X-2292,371835,7,5,Leukemia,K-562,1.33,0.41
MT15923,X-2366,371836,7,5,Leukemia,K-562,0.981,0.114
MT15924,X-2389,371837,7,5,Leukemia,K-562,2.761,0.829
MT15925,X-2594,371838,7,5,Leukemia,K-562,0.892,0.641
MT15926,X-2688,371839,7,5,Leukemia,K-562,3.652,0.493
MT15927,X-2690,371840,7,5,Leukemia,K-562,0.707,1.118
MT15928,X-2691,371841,7,5,Leukemia,K-562,0.588,0.64
MT15929,X-2698,371842,7,5,Leukemia,K-562,0.448,0.478
MT15930,X-2711,371843,7,5,Leukemia,K-562,0.395,0.535
MT15931,X-2724,371844,7,5,Leukemia,K-562,0.965,0.257
MT15932,X-2725,371845,7,5,Leukemia,K-562,0.799,0.291
MT15933,X-2726,371846,7,5,Leukemia,K-562,0.252,0
MT15934,X-2746,371847,7,5,Leukemia,K-562,2.831,1.519
MT15935,X-2753,371848,7,5,Leukemia,K-562,1.327,0.452
MT15936,X-2757,371849,7,5,Leukemia,K-562,1.217,0.081
MT15937,X-2767,371850,7,5,Leukemia,K-562,0.477,0.453
MT15938,X-2768,371851,7,5,Leukemia,K-562,0.25,0
MT15939,X-2778,371852,7,5,Leukemia,K-562,0.418,0.479
MT15940,X-2781,371853,7,5,Leukemia,K-562,1.058,0.133
MT15941,X-2911,371854,7,5,Leukemia,K-562,0.425,0.327
MT15942,X-3014,371855,7,5,Leukemia,K-562,1.787,0.284
MT15943,X-3016,371856,7,5,Leukemia,K-562,0.305,0
MT15944,X-3022,371857,7,5,Leukemia,K-562,0.805,0.338
MT15945,X-3034,371858,7,5,Leukemia,K-562,0.145,0
MT15946,X-3074,371859,7,5,Leukemia,K-562,0.87,0.706
MT15947,X-3085 = Inositol 2,371860,7,5,Leukemia,K-562,5.541,1.714
MT15948,X-3090,371861,7,5,Leukemia,K-562,0.078,0
MT15949,X-3091,371862,7,5,Leukemia,K-562,0.379,0.248
MT15950,X-3094,371863,7,5,Leukemia,K-562,0.849,0.295
MT15951,X-3101,371864,7,5,Leukemia,K-562,0.845,0.203
MT15952,X-3129,371865,7,5,Leukemia,K-562,0.95,0.208
MT15953,X-3138,371866,7,5,Leukemia,K-562,0.138,0
MT15954,X-3165,371867,7,5,Leukemia,K-562,0.249,0
MT15955,X-3176 - possible creatine,371868,7,5,Leukemia,K-562,7.394,0.633
MT15956,X-3178 - possible NH3 adduct of isobar 42,371869,7,5,Leukemia,K-562,3.296,0.364
MT15957,X-3180,371870,7,5,Leukemia,K-562,0.331,0
MT15958,X-3183 - possible gamma-L-glutamyl-L-phenylalanine,371871,7,5,Leukemia,K-562,0.075,0
MT15959,X-3216,371872,7,5,Leukemia,K-562,0.206,0
MT15960,X-3218,371873,7,5,Leukemia,K-562,0.895,0.097
MT15961,X-3234,371874,7,5,Leukemia,K-562,0.438,0
MT15962,X-3303,371875,7,5,Leukemia,K-562,0.715,0.379
MT15963,X-3358,371876,7,5,Leukemia,K-562,0.853,0.323
MT15964,X-3363,371877,7,5,Leukemia,K-562,0.287,0
MT15965,X-3365,371878,7,5,Leukemia,K-562,0.675,0.37
MT15966,X-3370,371879,7,5,Leukemia,K-562,0.194,0
MT15967,X-3380,371880,7,5,Leukemia,K-562,0.155,0
MT15968,X-3389,371881,7,5,Leukemia,K-562,0.934,0.111
MT15969,X-3390,371882,7,5,Leukemia,K-562,0.068,0
MT15970,X-3394,371883,7,5,Leukemia,K-562,0.264,0
MT15971,X-3400,371884,7,5,Leukemia,K-562,0.329,0
MT15972,X-3405,371885,7,5,Leukemia,K-562,0.302,0.237
MT15973,X-3435,371886,7,5,Leukemia,K-562,0.539,0.403
MT15974,X-3439,371887,7,5,Leukemia,K-562,1.962,1.139
MT15975,X-3450,371888,7,5,Leukemia,K-562,0.798,0.318
MT15976,X-3476,371889,7,5,Leukemia,K-562,0.815,0.553
MT15977,X-3489,371890,7,5,Leukemia,K-562,0.215,0
MT15978,X-3493,371891,7,5,Leukemia,K-562,1.17,1.011
MT15979,X-3498,371892,7,5,Leukemia,K-562,0.095,0
MT15980,X-3603,371893,7,5,Leukemia,K-562,0.981,0.229
MT15981,X-3658,371894,7,5,Leukemia,K-562,0.486,0
MT15982,X-3668,371895,7,5,Leukemia,K-562,0.349,0
MT15983,X-3697,371896,7,5,Leukemia,K-562,0.448,0
MT15984,X-3698,371897,7,5,Leukemia,K-562,0.915,0.21
MT15985,X-3705,371898,7,5,Leukemia,K-562,0.382,0
MT15986,X-3772,371899,7,5,Leukemia,K-562,0.655,0.489
MT15987,X-3776,371900,7,5,Leukemia,K-562,0.344,0
MT15988,X-3778,371901,7,5,Leukemia,K-562,3.104,0.553
MT15989,X-3802,371902,7,5,Leukemia,K-562,0.325,0.362
MT15990,X-3803,371903,7,5,Leukemia,K-562,0.191,0
MT15991,X-3806,371904,7,5,Leukemia,K-562,0.387,0
MT15992,X-3808,371905,7,5,Leukemia,K-562,0.781,0.472
MT15993,X-3810,371906,7,5,Leukemia,K-562,0.901,0.182
MT15994,X-3816,371907,7,5,Leukemia,K-562,0.934,0.089
MT15995,X-3824,371908,7,5,Leukemia,K-562,0.32,0
MT15996,X-3830,371909,7,5,Leukemia,K-562,0.316,0
MT15997,X-3832 - possible phenol sulfate,371910,7,5,Leukemia,K-562,0.586,0.319
MT15998,X-3833,371911,7,5,Leukemia,K-562,0.232,0
MT15999,X-3843,371912,7,5,Leukemia,K-562,0.437,0
MT16000,X-3888,371913,7,5,Leukemia,K-562,0.239,0
MT16001,X-3893,371914,7,5,Leukemia,K-562,0.297,0
MT16002,X-3951,371915,7,5,Leukemia,K-562,0.32,0.182
MT16003,X-3952,371916,7,5,Leukemia,K-562,1.109,0.094
MT16004,X-3955,371917,7,5,Leukemia,K-562,0.078,0
MT16005,X-3992 - possible Cl adduct of Formate dimer,371918,7,5,Leukemia,K-562,0.952,0.175
MT16006,X-3994,371919,7,5,Leukemia,K-562,0.281,0.289
MT16007,X-3996,371920,7,5,Leukemia,K-562,1.867,0.712
MT16008,X-3998,371921,7,5,Leukemia,K-562,0.387,0.237
MT16009,X-4003,371922,7,5,Leukemia,K-562,0.614,0.474
MT16010,X-4013,371923,7,5,Leukemia,K-562,0.336,0
MT16011,X-4015,371924,7,5,Leukemia,K-562,2.971,1.571
MT16012,X-4018,371925,7,5,Leukemia,K-562,6.627,5.25
